video_id,clip_id,start,end,start_in_seconds,end_in_seconds
qyS2DvpOOLk,qyS2DvpOOLk.0003328.0003334,00:55:28.531,00:55:34.733,3328,3334
jwYlYq6oGIU,jwYlYq6oGIU.0006981.0006985,01:56:21.864,01:56:25.754,6981,6985
tCTSlXdZ6gQ,tCTSlXdZ6gQ.0004364.0004369,01:12:44.148,01:12:49.951,4364,4369
qyS2DvpOOLk,qyS2DvpOOLk.0007714.0007726,02:08:34.929,02:08:46.038,7714,7726
YcnKzWMi5_o,YcnKzWMi5_o.0000914.0000919,00:15:14.094,00:15:19.234,914,919
UvF7rFqqfmc,UvF7rFqqfmc.0004093.0004115,01:08:13.741,01:08:35.654,4093,4115
wlKmvZGc98w,wlKmvZGc98w.0001979.0001989,00:32:59.981,00:33:09.380,1979,1989
DkfVqnLO0ng,DkfVqnLO0ng.0005812.0005817,01:36:52.618,01:36:57.205,5812,5817
f59OtHUaPf0,f59OtHUaPf0.0002731.0002752,00:45:31.720,00:45:52.040,2731,2752
wlKmvZGc98w,wlKmvZGc98w.0004853.0004867,01:20:53.620,01:21:07.940,4853,4867
wlKmvZGc98w,wlKmvZGc98w.0003536.0003549,00:58:56.980,00:59:09.140,3536,3549
h3pYLPnq8jE,h3pYLPnq8jE.0004995.0005003,01:23:15.026,01:23:23.317,4995,5003
jwYlYq6oGIU,jwYlYq6oGIU.0005552.0005556,01:32:32.803,01:32:36.787,5552,5556
YcnKzWMi5_o,YcnKzWMi5_o.0002343.0002347,00:39:03.706,00:39:07.534,2343,2347
698Ndllz2ck,698Ndllz2ck.0004813.0004834,01:20:13.030,01:20:34.448,4813,4834
FUXAbRbFEBU,FUXAbRbFEBU.0001243.0001249,00:20:43.325,00:20:49.313,1243,1249
ArzIe62aSn0,ArzIe62aSn0.0003848.0003852,01:04:08.577,01:04:12.003,3848,3852
Z65lP7f0Uz8,Z65lP7f0Uz8.0002218.0002228,00:36:58.380,00:37:08.802,2218,2228
YcnKzWMi5_o,YcnKzWMi5_o.0006098.0006113,01:41:38.145,01:41:53.186,6098,6113
eanbWVZXG2s,eanbWVZXG2s.0003590.0003597,00:59:50.593,00:59:57.940,3590,3597
3S9qxtTBp9U,3S9qxtTBp9U.0001020.0001028,00:17:00.745,00:17:08.639,1020,1028
M-aZtIbC6U4,M-aZtIbC6U4.0006602.0006611,01:50:02.816,01:50:11.064,6602,6611
h3pYLPnq8jE,h3pYLPnq8jE.0008094.0008097,02:14:54.201,02:14:57.074,8094,8097
WM78D9_agk4,WM78D9_agk4.0003073.0003078,00:51:13.869,00:51:18.029,3073,3078
FH2BgOVARVo,FH2BgOVARVo.0007353.0007361,02:02:33.214,02:02:41.992,7353,7361
FH2BgOVARVo,FH2BgOVARVo.0006141.0006159,01:42:21.415,01:42:39.042,6141,6159
b2A904K0yEg,b2A904K0yEg.0003307.0003315,00:55:07.679,00:55:15.765,3307,3315
eanbWVZXG2s,eanbWVZXG2s.0004434.0004442,01:13:54.235,01:14:02.964,4434,4442
L8biHWcr_bE,L8biHWcr_bE.0000697.0000714,00:11:37.545,00:11:54.127,697,714
bShdwthOnKA,bShdwthOnKA.0003088.0003105,00:51:28.322,00:51:45.022,3088,3105
C_sG9vFpSPU,C_sG9vFpSPU.0001526.0001532,00:25:26.660,00:25:32.900,1526,1532
CWewHGKoQc8,CWewHGKoQc8.0000487.0000504,00:08:07.274,00:08:24.602,487,504
DkfVqnLO0ng,DkfVqnLO0ng.0001562.0001570,00:26:02.473,00:26:10.927,1562,1570
uC8FqC0I6cw,uC8FqC0I6cw.0008417.0008421,02:20:17.142,02:20:21.812,8417,8421
uC8FqC0I6cw,uC8FqC0I6cw.0000387.0000403,00:06:27.001,00:06:43.901,387,403
uC8FqC0I6cw,uC8FqC0I6cw.0004918.0004935,01:21:58.905,01:22:15.743,4918,4935
LSYHLGiBhDE,LSYHLGiBhDE.0000793.0000811,00:13:13.845,00:13:31.796,793,811
3S9qxtTBp9U,3S9qxtTBp9U.0000562.0000577,00:09:22.337,00:09:37.746,562,577
eanbWVZXG2s,eanbWVZXG2s.0005094.0005100,01:24:54.700,01:25:00.660,5094,5100
LSYHLGiBhDE,LSYHLGiBhDE.0005051.0005054,01:24:11.265,01:24:14.226,5051,5054
3p-SlXBLVbE,3p-SlXBLVbE.0003771.0003780,01:02:51.220,01:03:00.542,3771,3780
C_sG9vFpSPU,C_sG9vFpSPU.0008063.0008066,02:14:23.260,02:14:26.660,8063,8066
ArzIe62aSn0,ArzIe62aSn0.0001900.0001909,00:31:40.209,00:31:49.993,1900,1909
qyS2DvpOOLk,qyS2DvpOOLk.0005766.0005773,01:36:06.978,01:36:13.893,5766,5773
wl6mNMBDa6A,wl6mNMBDa6A.0002494.0002503,00:41:34.210,00:41:43.186,2494,2503
R6kJX3TWDJA,R6kJX3TWDJA.0004093.0004115,01:08:13.016,01:08:35.674,4093,4115
qyS2DvpOOLk,qyS2DvpOOLk.0005776.0005780,01:36:16.700,01:36:20.657,5776,5780
CQDpWsv4UW8,CQDpWsv4UW8.0002455.0002468,00:40:55.684,00:41:08.783,2455,2468
h3pYLPnq8jE,h3pYLPnq8jE.0001855.0001859,00:30:55.750,00:30:59.783,1855,1859
qyS2DvpOOLk,qyS2DvpOOLk.0004374.0004378,01:12:54.640,01:12:58.853,4374,4378
FH2BgOVARVo,FH2BgOVARVo.0005892.0005904,01:38:12.683,01:38:24.813,5892,5904
UvF7rFqqfmc,UvF7rFqqfmc.0001287.0001308,00:21:27.469,00:21:48.889,1287,1308
h3pYLPnq8jE,h3pYLPnq8jE.0009451.0009457,02:37:31.814,02:37:37.349,9451,9457
YcnKzWMi5_o,YcnKzWMi5_o.0001819.0001823,00:30:19.153,00:30:23.192,1819,1823
r6RJWuLenrU,r6RJWuLenrU.0001360.0001367,00:22:40.287,00:22:47.009,1360,1367
EIbV468Odus,EIbV468Odus.0002480.0002489,00:41:20.475,00:41:29.751,2480,2489
qyS2DvpOOLk,qyS2DvpOOLk.0001617.0001622,00:26:57.960,00:27:02.769,1617,1622
Z65lP7f0Uz8,Z65lP7f0Uz8.0001725.0001749,00:28:45.180,00:29:09.469,1725,1749
jwYlYq6oGIU,jwYlYq6oGIU.0007236.0007240,02:00:36.600,02:00:40.730,7236,7240
DkfVqnLO0ng,DkfVqnLO0ng.0008708.0008729,02:25:08.467,02:25:29.756,8708,8729
FUXAbRbFEBU,FUXAbRbFEBU.0001346.0001350,00:22:26.102,00:22:30.824,1346,1350
qyS2DvpOOLk,qyS2DvpOOLk.0002296.0002315,00:38:16.568,00:38:35.560,2296,2315
LSYHLGiBhDE,LSYHLGiBhDE.0006263.0006266,01:44:23.132,01:44:26.481,6263,6266
bShdwthOnKA,bShdwthOnKA.0007454.0007458,02:04:14.567,02:04:18.725,7454,7458
uC8FqC0I6cw,uC8FqC0I6cw.0007791.0007795,02:09:51.704,02:09:55.631,7791,7795
NAmLqaZD9F4,NAmLqaZD9F4.0001589.0001609,00:26:29.680,00:26:49.770,1589,1609
3S9qxtTBp9U,3S9qxtTBp9U.0000631.0000639,00:10:31.757,00:10:39.283,631,639
LsFn215guOo,LsFn215guOo.0000392.0000397,00:06:32.659,00:06:37.639,392,397
Q0GsrQ6_j-8,Q0GsrQ6_j-8.0000736.0000748,00:12:16.864,00:12:28.465,736,748
R6kJX3TWDJA,R6kJX3TWDJA.0005121.0005131,01:25:21.385,01:25:31.796,5121,5131
r6RJWuLenrU,r6RJWuLenrU.0008687.0008696,02:24:47.587,02:24:56.390,8687,8696
h3pYLPnq8jE,h3pYLPnq8jE.0002538.0002546,00:42:18.347,00:42:26.828,2538,2546
dUptAOlUcWs,dUptAOlUcWs.0000918.0000929,00:15:18.369,00:15:29.493,918,929
b2A904K0yEg,b2A904K0yEg.0003220.0003224,00:53:40.562,00:53:44.131,3220,3224
E1pmbqk843c,E1pmbqk843c.0003342.0003361,00:55:42.413,00:56:01.489,3342,3361
bShdwthOnKA,bShdwthOnKA.0006585.0006589,01:49:45.094,01:49:49.688,6585,6589
tCTSlXdZ6gQ,tCTSlXdZ6gQ.0004813.0004818,01:20:13.021,01:20:18.742,4813,4818
cxEgBuOQTRg,cxEgBuOQTRg.0006101.0006108,01:41:41.710,01:41:48.205,6101,6108
698Ndllz2ck,698Ndllz2ck.0000474.0000478,00:07:54.119,00:07:58.474,474,478
eanbWVZXG2s,eanbWVZXG2s.0001902.0001909,00:31:42.820,00:31:49.620,1902,1909
LSYHLGiBhDE,LSYHLGiBhDE.0002111.0002125,00:35:11.605,00:35:25.702,2111,2125
T4XHwCgohXo,T4XHwCgohXo.0001857.0001861,00:30:57.714,00:31:01.616,1857,1861
Z65lP7f0Uz8,Z65lP7f0Uz8.0002134.0002152,00:35:34.822,00:35:52.069,2134,2152
PEWdmP7Skog,PEWdmP7Skog.0002252.0002261,00:37:32.892,00:37:41.735,2252,2261
Q0GsrQ6_j-8,Q0GsrQ6_j-8.0006858.0006861,01:54:18.402,01:54:21.644,6858,6861
wlKmvZGc98w,wlKmvZGc98w.0006950.0006956,01:55:50.260,01:55:56.420,6950,6956
cIC_UJFXwHE,cIC_UJFXwHE.0002298.0002306,00:38:18.233,00:38:26.631,2298,2306
YcnKzWMi5_o,YcnKzWMi5_o.0003010.0003016,00:50:10.633,00:50:16.522,3010,3016
wlKmvZGc98w,wlKmvZGc98w.0003345.0003351,00:55:45.788,00:55:51.420,3345,3351
PEWdmP7Skog,PEWdmP7Skog.0001596.0001602,00:26:36.685,00:26:42.688,1596,1602
2qYAEgk9ps8,2qYAEgk9ps8.0002985.0003000,00:49:45.094,00:50:00.268,2985,3000
C_sG9vFpSPU,C_sG9vFpSPU.0006999.0007012,01:56:39.267,01:56:52.047,6999,7012
PEWdmP7Skog,PEWdmP7Skog.0002467.0002476,00:41:07.300,00:41:16.540,2467,2476
ArzIe62aSn0,ArzIe62aSn0.0003534.0003544,00:58:54.700,00:59:04.420,3534,3544
dUptAOlUcWs,dUptAOlUcWs.0003108.0003119,00:51:48.825,00:51:59.660,3108,3119
bShdwthOnKA,bShdwthOnKA.0009018.0009024,02:30:18.930,02:30:24.482,9018,9024
YcnKzWMi5_o,YcnKzWMi5_o.0004692.0004705,01:18:12.528,01:18:25.267,4692,4705
q5AWYMSYaAk,q5AWYMSYaAk.0002568.0002580,00:42:48.276,00:43:00.927,2568,2580
i7YxsKnB5OA,i7YxsKnB5OA.0004090.0004114,01:08:10.167,01:08:34.674,4090,4114
wlKmvZGc98w,wlKmvZGc98w.0004830.0004851,01:20:30.100,01:20:51.140,4830,4851
dUptAOlUcWs,dUptAOlUcWs.0000222.0000235,00:03:42.476,00:03:55.593,222,235
R6kJX3TWDJA,R6kJX3TWDJA.0004796.0004803,01:19:56.025,01:20:03.083,4796,4803
r6RJWuLenrU,r6RJWuLenrU.0007683.0007702,02:08:03.587,02:08:22.400,7683,7702
uC8FqC0I6cw,uC8FqC0I6cw.0003821.0003835,01:03:41.276,01:03:55.920,3821,3835
DkfVqnLO0ng,DkfVqnLO0ng.0002382.0002388,00:39:42.102,00:39:48.571,2382,2388
w4KmXnb-NtM,w4KmXnb-NtM.0002083.0002091,00:34:43.099,00:34:51.340,2083,2091
dUptAOlUcWs,dUptAOlUcWs.0002613.0002625,00:43:33.143,00:43:45.991,2613,2625
bShdwthOnKA,bShdwthOnKA.0008004.0008012,02:13:24.496,02:13:32.388,8004,8012
M-aZtIbC6U4,M-aZtIbC6U4.0007436.0007459,02:03:56.081,02:04:19.855,7436,7459
bShdwthOnKA,bShdwthOnKA.0008110.0008115,02:15:10.685,02:15:15.436,8110,8115
qyS2DvpOOLk,qyS2DvpOOLk.0003541.0003546,00:59:01.960,00:59:06.650,3541,3546
i7YxsKnB5OA,i7YxsKnB5OA.0002109.0002118,00:35:09.172,00:35:18.053,2109,2118
FH2BgOVARVo,FH2BgOVARVo.0005853.0005857,01:37:33.651,01:37:37.375,5853,5857
bShdwthOnKA,bShdwthOnKA.0005945.0005960,01:39:05.984,01:39:20.734,5945,5960
wlKmvZGc98w,wlKmvZGc98w.0001757.0001780,00:29:17.469,00:29:40.100,1757,1780
E1pmbqk843c,E1pmbqk843c.0002307.0002330,00:38:27.135,00:38:50.406,2307,2330
Q0GsrQ6_j-8,Q0GsrQ6_j-8.0001415.0001425,00:23:35.972,00:23:45.293,1415,1425
L8biHWcr_bE,L8biHWcr_bE.0005978.0005983,01:39:38.053,01:39:43.251,5978,5983
qyS2DvpOOLk,qyS2DvpOOLk.0005908.0005928,01:38:28.480,01:38:48.516,5908,5928
eanbWVZXG2s,eanbWVZXG2s.0007795.0007799,02:09:55.147,02:09:59.900,7795,7799
uC8FqC0I6cw,uC8FqC0I6cw.0001375.0001392,00:22:55.188,00:23:12.002,1375,1392
R6kJX3TWDJA,R6kJX3TWDJA.0008014.0008022,02:13:34.030,02:13:42.980,8014,8022
CWewHGKoQc8,CWewHGKoQc8.0002503.0002517,00:41:43.640,00:41:57.045,2503,2517
uC8FqC0I6cw,uC8FqC0I6cw.0002364.0002374,00:39:24.003,00:39:34.854,2364,2374
L8biHWcr_bE,L8biHWcr_bE.0003046.0003054,00:50:46.057,00:50:54.971,3046,3054
i7YxsKnB5OA,i7YxsKnB5OA.0004040.0004046,01:07:20.260,01:07:26.286,4040,4046
DkfVqnLO0ng,DkfVqnLO0ng.0005289.0005296,01:28:09.610,01:28:16.390,5289,5296
CQDpWsv4UW8,CQDpWsv4UW8.0001339.0001342,00:22:19.194,00:22:22.429,1339,1342
b2A904K0yEg,b2A904K0yEg.0008058.0008083,02:14:18.573,02:14:43.964,8058,8083
C_sG9vFpSPU,C_sG9vFpSPU.0007767.0007775,02:09:27.631,02:09:35.684,7767,7775
DkfVqnLO0ng,DkfVqnLO0ng.0009025.0009033,02:30:25.825,02:30:33.389,9025,9033
Uo_gH3BTogc,Uo_gH3BTogc.0000404.0000407,00:06:44.752,00:06:47.863,404,407
C_sG9vFpSPU,C_sG9vFpSPU.0005119.0005128,01:25:19.142,01:25:28.197,5119,5128
w4KmXnb-NtM,w4KmXnb-NtM.0005829.0005851,01:37:09.525,01:37:31.017,5829,5851
CQDpWsv4UW8,CQDpWsv4UW8.0000895.0000920,00:14:55.710,00:15:20.741,895,920
T4XHwCgohXo,T4XHwCgohXo.0001477.0001484,00:24:37.360,00:24:44.581,1477,1484
Q0GsrQ6_j-8,Q0GsrQ6_j-8.0005268.0005274,01:27:48.913,01:27:54.296,5268,5274
ArzIe62aSn0,ArzIe62aSn0.0006701.0006722,01:51:41.169,01:52:02.454,6701,6722
cxEgBuOQTRg,cxEgBuOQTRg.0000251.0000274,00:04:11.907,00:04:34.174,251,274
cxEgBuOQTRg,cxEgBuOQTRg.0007761.0007773,02:09:21.465,02:09:33.660,7761,7773
ArzIe62aSn0,ArzIe62aSn0.0006121.0006135,01:42:01.300,01:42:15.238,6121,6135
b2A904K0yEg,b2A904K0yEg.0005098.0005104,01:24:58.063,01:25:04.985,5098,5104
Z65lP7f0Uz8,Z65lP7f0Uz8.0003194.0003200,00:53:14.380,00:53:20.340,3194,3200
ArzIe62aSn0,ArzIe62aSn0.0007858.0007864,02:10:58.860,02:11:04.017,7858,7864
cxEgBuOQTRg,cxEgBuOQTRg.0007276.0007280,02:01:16.983,02:01:20.040,7276,7280
uC8FqC0I6cw,uC8FqC0I6cw.0001457.0001462,00:24:17.767,00:24:22.829,1457,1462
dUptAOlUcWs,dUptAOlUcWs.0003137.0003148,00:52:17.112,00:52:28.475,3137,3148
r6RJWuLenrU,r6RJWuLenrU.0004839.0004860,01:20:39.598,01:21:00.548,4839,4860
qyS2DvpOOLk,qyS2DvpOOLk.0003913.0003937,01:05:13.240,01:05:37.069,3913,3937
h3pYLPnq8jE,h3pYLPnq8jE.0005959.0005978,01:39:19.072,01:39:38.969,5959,5978
h3pYLPnq8jE,h3pYLPnq8jE.0007374.0007392,02:02:54.535,02:03:12.812,7374,7392
wl6mNMBDa6A,wl6mNMBDa6A.0002423.0002436,00:40:23.149,00:40:36.047,2423,2436
bShdwthOnKA,bShdwthOnKA.0000456.0000466,00:07:36.134,00:07:46.939,456,466
qyS2DvpOOLk,qyS2DvpOOLk.0006242.0006262,01:44:02.289,01:44:22.420,6242,6262
YcnKzWMi5_o,YcnKzWMi5_o.0004583.0004590,01:16:23.063,01:16:30.648,4583,4590
LSYHLGiBhDE,LSYHLGiBhDE.0004125.0004138,01:08:45.379,01:08:58.255,4125,4138
dUptAOlUcWs,dUptAOlUcWs.0002112.0002119,00:35:12.891,00:35:19.152,2112,2119
Q0GsrQ6_j-8,Q0GsrQ6_j-8.0001700.0001721,00:28:20.660,00:28:41.284,1700,1721
LSYHLGiBhDE,LSYHLGiBhDE.0003698.0003706,01:01:38.812,01:01:46.442,3698,3706
698Ndllz2ck,698Ndllz2ck.0005799.0005827,01:36:39.048,01:37:07.758,5799,5827
3S9qxtTBp9U,3S9qxtTBp9U.0000848.0000854,00:14:08.487,00:14:14.914,848,854
uC8FqC0I6cw,uC8FqC0I6cw.0002769.0002788,00:46:09.635,00:46:28.580,2769,2788
UvF7rFqqfmc,UvF7rFqqfmc.0001197.0001213,00:19:57.863,00:20:13.767,1197,1213
cIC_UJFXwHE,cIC_UJFXwHE.0002783.0002786,00:46:23.056,00:46:26.938,2783,2786
wlKmvZGc98w,wlKmvZGc98w.0003788.0003801,01:03:08.220,01:03:21.226,3788,3801
i7YxsKnB5OA,i7YxsKnB5OA.0000545.0000563,00:09:05.366,00:09:23.324,545,563
M-aZtIbC6U4,M-aZtIbC6U4.0004312.0004316,01:11:52.017,01:11:56.377,4312,4316
C_sG9vFpSPU,C_sG9vFpSPU.0005445.0005462,01:30:45.060,01:31:02.829,5445,5462
w4KmXnb-NtM,w4KmXnb-NtM.0007352.0007360,02:02:32.469,02:02:40.856,7352,7360
eanbWVZXG2s,eanbWVZXG2s.0005711.0005734,01:35:11.833,01:35:34.251,5711,5734
LsFn215guOo,LsFn215guOo.0000112.0000135,00:01:52.426,00:02:15.731,112,135
cIC_UJFXwHE,cIC_UJFXwHE.0002653.0002657,00:44:13.133,00:44:17.438,2653,2657
3S9qxtTBp9U,3S9qxtTBp9U.0008634.0008639,02:23:54.471,02:23:59.769,8634,8639
3S9qxtTBp9U,3S9qxtTBp9U.0004255.0004261,01:10:55.916,01:11:01.097,4255,4261
L8biHWcr_bE,L8biHWcr_bE.0000951.0000954,00:15:51.301,00:15:54.978,951,954
wlKmvZGc98w,wlKmvZGc98w.0008846.0008853,02:27:26.075,02:27:33.491,8846,8853
T4XHwCgohXo,T4XHwCgohXo.0001217.0001222,00:20:17.553,00:20:22.191,1217,1222
LSYHLGiBhDE,LSYHLGiBhDE.0001177.0001182,00:19:37.486,00:19:42.872,1177,1182
LsFn215guOo,LsFn215guOo.0000472.0000476,00:07:52.729,00:07:56.534,472,476
wlKmvZGc98w,wlKmvZGc98w.0001562.0001574,00:26:02.580,00:26:14.353,1562,1574
h3pYLPnq8jE,h3pYLPnq8jE.0000946.0000962,00:15:46.529,00:16:02.868,946,962
R6kJX3TWDJA,R6kJX3TWDJA.0001080.0001097,00:18:00.891,00:18:17.143,1080,1097
DkfVqnLO0ng,DkfVqnLO0ng.0008820.0008827,02:27:00.904,02:27:07.654,8820,8827
qyS2DvpOOLk,qyS2DvpOOLk.0002077.0002086,00:34:37.996,00:34:46.844,2077,2086
FUXAbRbFEBU,FUXAbRbFEBU.0003520.0003524,00:58:40.690,00:58:44.613,3520,3524
bShdwthOnKA,bShdwthOnKA.0002133.0002143,00:35:33.962,00:35:43.426,2133,2143
ArzIe62aSn0,ArzIe62aSn0.0007576.0007581,02:06:16.909,02:06:21.060,7576,7581
cxEgBuOQTRg,cxEgBuOQTRg.0007251.0007258,02:00:51.473,02:00:58.650,7251,7258
HsGTql-Vx28,HsGTql-Vx28.0000175.0000193,00:02:55.363,00:03:13.446,175,193
w4KmXnb-NtM,w4KmXnb-NtM.0002810.0002813,00:46:50.490,00:46:53.903,2810,2813
tCTSlXdZ6gQ,tCTSlXdZ6gQ.0002428.0002440,00:40:28.152,00:40:40.455,2428,2440
WM78D9_agk4,WM78D9_agk4.0000478.0000495,00:07:58.087,00:08:15.721,478,495
ArzIe62aSn0,ArzIe62aSn0.0001141.0001156,00:19:01.665,00:19:16.785,1141,1156
b2A904K0yEg,b2A904K0yEg.0003523.0003528,00:58:43.722,00:58:48.917,3523,3528
bShdwthOnKA,bShdwthOnKA.0000340.0000346,00:05:40.217,00:05:46.286,340,346
h3pYLPnq8jE,h3pYLPnq8jE.0006181.0006185,01:43:01.843,01:43:05.685,6181,6185
LSYHLGiBhDE,LSYHLGiBhDE.0006722.0006739,01:52:02.181,01:52:19.451,6722,6739
uC8FqC0I6cw,uC8FqC0I6cw.0001671.0001674,00:27:51.847,00:27:54.540,1671,1674
698Ndllz2ck,698Ndllz2ck.0005294.0005299,01:28:14.743,01:28:19.985,5294,5299
bShdwthOnKA,bShdwthOnKA.0002662.0002676,00:44:22.479,00:44:36.021,2662,2676
wlKmvZGc98w,wlKmvZGc98w.0007877.0007884,02:11:17.540,02:11:24.480,7877,7884
q5AWYMSYaAk,q5AWYMSYaAk.0006164.0006170,01:42:44.330,01:42:50.697,6164,6170
wlKmvZGc98w,wlKmvZGc98w.0003833.0003838,01:03:53.447,01:03:58.340,3833,3838
FH2BgOVARVo,FH2BgOVARVo.0007622.0007628,02:07:02.613,02:07:08.997,7622,7628
eanbWVZXG2s,eanbWVZXG2s.0002773.0002779,00:46:13.611,00:46:19.436,2773,2779
M-aZtIbC6U4,M-aZtIbC6U4.0001817.0001822,00:30:17.168,00:30:22.296,1817,1822
E1pmbqk843c,E1pmbqk843c.0000383.0000407,00:06:23.266,00:06:47.179,383,407
PEWdmP7Skog,PEWdmP7Skog.0002448.0002458,00:40:48.255,00:40:58.099,2448,2458
wBvQrk_hVtg,wBvQrk_hVtg.0000437.0000444,00:07:17.560,00:07:24.960,437,444
Q0GsrQ6_j-8,Q0GsrQ6_j-8.0000139.0000147,00:02:19.880,00:02:27.201,139,147
eanbWVZXG2s,eanbWVZXG2s.0007650.0007662,02:07:30.340,02:07:42.636,7650,7662
eanbWVZXG2s,eanbWVZXG2s.0003293.0003297,00:54:53.494,00:54:57.969,3293,3297
bShdwthOnKA,bShdwthOnKA.0000532.0000538,00:08:52.822,00:08:58.120,532,538
T4XHwCgohXo,T4XHwCgohXo.0001810.0001820,00:30:10.454,00:30:20.144,1810,1820
ArzIe62aSn0,ArzIe62aSn0.0000229.0000235,00:03:49.033,00:03:55.490,229,235
LSYHLGiBhDE,LSYHLGiBhDE.0005705.0005716,01:35:05.462,01:35:16.087,5705,5716
C_sG9vFpSPU,C_sG9vFpSPU.0003627.0003650,01:00:27.322,01:00:50.109,3627,3650
h3pYLPnq8jE,h3pYLPnq8jE.0004238.0004242,01:10:38.897,01:10:42.833,4238,4242
E1pmbqk843c,E1pmbqk843c.0002627.0002634,00:43:47.816,00:43:54.300,2627,2634
h3pYLPnq8jE,h3pYLPnq8jE.0000769.0000782,00:12:49.044,00:13:02.037,769,782
C_sG9vFpSPU,C_sG9vFpSPU.0003666.0003673,01:01:06.940,01:01:13.029,3666,3673
bShdwthOnKA,bShdwthOnKA.0002588.0002607,00:43:08.400,00:43:27.690,2588,2607
E1pmbqk843c,E1pmbqk843c.0003172.0003178,00:52:52.200,00:52:58.953,3172,3178
M-aZtIbC6U4,M-aZtIbC6U4.0008877.0008885,02:27:57.725,02:28:05.411,8877,8885
eanbWVZXG2s,eanbWVZXG2s.0008091.0008096,02:14:51.341,02:14:56.910,8091,8096
UvF7rFqqfmc,UvF7rFqqfmc.0006047.0006053,01:40:47.481,01:40:53.121,6047,6053
R6kJX3TWDJA,R6kJX3TWDJA.0000439.0000462,00:07:19.516,00:07:42.563,439,462
wlKmvZGc98w,wlKmvZGc98w.0004989.0005001,01:23:09.214,01:23:21.260,4989,5001
h3pYLPnq8jE,h3pYLPnq8jE.0008641.0008649,02:24:01.095,02:24:09.831,8641,8649
R6kJX3TWDJA,R6kJX3TWDJA.0001180.0001194,00:19:40.575,00:19:54.928,1180,1194
DkfVqnLO0ng,DkfVqnLO0ng.0004517.0004520,01:15:17.432,01:15:20.152,4517,4520
CWewHGKoQc8,CWewHGKoQc8.0002578.0002590,00:42:58.764,00:43:10.900,2578,2590
FUXAbRbFEBU,FUXAbRbFEBU.0003535.0003564,00:58:55.213,00:59:24.889,3535,3564
Uo_gH3BTogc,Uo_gH3BTogc.0000541.0000549,00:09:01.812,00:09:09.224,541,549
LSYHLGiBhDE,LSYHLGiBhDE.0005839.0005861,01:37:19.083,01:37:41.404,5839,5861
qyS2DvpOOLk,qyS2DvpOOLk.0006102.0006125,01:41:42.724,01:42:05.168,6102,6125
q5AWYMSYaAk,q5AWYMSYaAk.0002471.0002480,00:41:11.527,00:41:20.954,2471,2480
wlKmvZGc98w,wlKmvZGc98w.0005422.0005440,01:30:22.860,01:30:40.360,5422,5440
DkfVqnLO0ng,DkfVqnLO0ng.0006724.0006730,01:52:04.340,01:52:10.097,6724,6730
3S9qxtTBp9U,3S9qxtTBp9U.0004131.0004142,01:08:51.527,01:09:02.032,4131,4142
qyS2DvpOOLk,qyS2DvpOOLk.0003818.0003837,01:03:38.854,01:03:57.422,3818,3837
R6kJX3TWDJA,R6kJX3TWDJA.0000784.0000791,00:13:04.036,00:13:11.098,784,791
qyS2DvpOOLk,qyS2DvpOOLk.0007451.0007455,02:04:11.043,02:04:15.964,7451,7455
DkfVqnLO0ng,DkfVqnLO0ng.0002225.0002234,00:37:05.954,00:37:14.385,2225,2234
f59OtHUaPf0,f59OtHUaPf0.0000346.0000356,00:05:46.160,00:05:56.400,346,356
cxEgBuOQTRg,cxEgBuOQTRg.0007836.0007847,02:10:36.940,02:10:47.420,7836,7847
FH2BgOVARVo,FH2BgOVARVo.0005679.0005687,01:34:39.732,01:34:47.186,5679,5687
b2A904K0yEg,b2A904K0yEg.0002241.0002260,00:37:21.910,00:37:40.389,2241,2260
wlKmvZGc98w,wlKmvZGc98w.0004532.0004541,01:15:32.527,01:15:41.860,4532,4541
PEWdmP7Skog,PEWdmP7Skog.0003283.0003292,00:54:43.323,00:54:52.069,3283,3292
Q0GsrQ6_j-8,Q0GsrQ6_j-8.0006104.0006113,01:41:44.885,01:41:53.112,6104,6113
eanbWVZXG2s,eanbWVZXG2s.0007247.0007250,02:00:47.609,02:00:50.900,7247,7250
qyS2DvpOOLk,qyS2DvpOOLk.0002930.0002939,00:48:50.421,00:48:59.302,2930,2939
bShdwthOnKA,bShdwthOnKA.0000233.0000239,00:03:53.186,00:03:59.206,233,239
eanbWVZXG2s,eanbWVZXG2s.0003388.0003402,00:56:28.068,00:56:42.180,3388,3402
w4KmXnb-NtM,w4KmXnb-NtM.0005765.0005771,01:36:05.921,01:36:11.068,5765,5771
CWewHGKoQc8,CWewHGKoQc8.0000680.0000710,00:11:20.671,00:11:50.507,680,710
bShdwthOnKA,bShdwthOnKA.0006739.0006744,01:52:19.468,01:52:24.602,6739,6744
b2A904K0yEg,b2A904K0yEg.0007870.0007876,02:11:10.048,02:11:16.079,7870,7876
tCTSlXdZ6gQ,tCTSlXdZ6gQ.0003876.0003903,01:04:36.186,01:05:03.945,3876,3903
cxEgBuOQTRg,cxEgBuOQTRg.0002599.0002603,00:43:19.001,00:43:23.172,2599,2603
DkfVqnLO0ng,DkfVqnLO0ng.0005004.0005009,01:23:24.823,01:23:29.451,5004,5009
wlKmvZGc98w,wlKmvZGc98w.0006472.0006475,01:47:52.416,01:47:55.420,6472,6475
tCTSlXdZ6gQ,tCTSlXdZ6gQ.0005464.0005479,01:31:04.326,01:31:19.113,5464,5479
