video_id,clip_id,start,end,start_in_seconds,end_in_seconds
hWzTgaACmoM,hWzTgaACmoM.0001987.0001989,00:33:07.686,00:33:09.292,1987,1989
5cf7N7oricU,5cf7N7oricU.0003879.0003881,01:04:39.869,01:04:41.345,3879,3881
57Xpz3I4u44,57Xpz3I4u44.0004358.0004359,01:12:38.521,01:12:39.976,4358,4359
KyWEESPUVMY,KyWEESPUVMY.0007929.0007930,02:12:09.080,02:12:10.584,7929,7930
j6rRVFTAsGc,j6rRVFTAsGc.0003840.0003843,01:04:00.937,01:04:03.572,3840,3843
M-aZtIbC6U4,M-aZtIbC6U4.0009638.0009639,02:40:38.045,02:40:39.565,9638,9639
M-aZtIbC6U4,M-aZtIbC6U4.0007227.0007230,02:00:27.222,02:00:30.724,7227,7230
M-aZtIbC6U4,M-aZtIbC6U4.0003202.0003206,00:53:22.965,00:53:26.489,3202,3206
7fAm7SOTHAo,7fAm7SOTHAo.0000124.0000126,00:02:04.426,00:02:06.426,124,126
7yCOUIQ5BFU,7yCOUIQ5BFU.0002605.0002610,00:43:25.494,00:43:30.534,2605,2610
5KbCr1em7Q8,5KbCr1em7Q8.0002263.0002264,00:37:43.384,00:37:44.384,2263,2264
BjutuCv5pw4,BjutuCv5pw4.0001810.0001817,00:30:10.273,00:30:17.356,1810,1817
aQtPOiovlzM,aQtPOiovlzM.0002141.0002147,00:35:41.337,00:35:47.412,2141,2147
yV8TbayxHl4,yV8TbayxHl4.0008248.0008251,02:17:28.208,02:17:31.044,8248,8251
j6rRVFTAsGc,j6rRVFTAsGc.0002373.0002375,00:39:33.679,00:39:35.568,2373,2375
57Xpz3I4u44,57Xpz3I4u44.0005307.0005308,01:28:27.099,01:28:28.621,5307,5308
BzydSclCRpU,BzydSclCRpU.0004967.0004968,01:22:47.277,01:22:48.957,4967,4968
j8YFmssULM4,j8YFmssULM4.0003198.0003201,00:53:18.273,00:53:21.777,3198,3201
CoKuuifIpOc,CoKuuifIpOc.0003150.0003152,00:52:30.367,00:52:32.203,3150,3152
PLT5orvauBI,PLT5orvauBI.0007348.0007352,02:02:28.720,02:02:32.120,7348,7352
bP_4fPsGR3Y,bP_4fPsGR3Y.0002404.0002406,00:40:04.010,00:40:06.918,2404,2406
CoKuuifIpOc,CoKuuifIpOc.0007272.0007275,02:01:12.558,02:01:15.627,7272,7275
7fAm7SOTHAo,7fAm7SOTHAo.0000347.0000348,00:05:47.203,00:05:48.566,347,348
5cf7N7oricU,5cf7N7oricU.0001239.0001244,00:20:39.173,00:20:44.616,1239,1244
yV8TbayxHl4,yV8TbayxHl4.0002531.0002533,00:42:11.848,00:42:13.012,2531,2533
hWzTgaACmoM,hWzTgaACmoM.0002366.0002367,00:39:26.009,00:39:27.929,2366,2367
pQKwfZd41go,pQKwfZd41go.0001576.0001579,00:26:16.230,00:26:19.238,1576,1579
Zxd5WMgMGow,Zxd5WMgMGow.0011815.0011829,03:16:55.832,03:17:09.692,11815,11829
bP_4fPsGR3Y,bP_4fPsGR3Y.0002813.0002814,00:46:53.249,00:46:54.249,2813,2814
Dyw6PMfcIhM,Dyw6PMfcIhM.0001967.0001968,00:32:47.340,00:32:48.380,1967,1968
EoF5hcZJPPE,EoF5hcZJPPE.0006948.0006949,01:55:48.593,01:55:49.737,6948,6949
GZpT2vmB43w,GZpT2vmB43w.0000954.0000961,00:15:54.824,00:16:01.667,954,961
Xj6a26nAfCE,Xj6a26nAfCE.0008363.0008367,02:19:23.571,02:19:27.257,8363,8367
5KbCr1em7Q8,5KbCr1em7Q8.0002116.0002117,00:35:16.447,00:35:17.567,2116,2117
CoKuuifIpOc,CoKuuifIpOc.0000173.0000177,00:02:53.693,00:02:57.630,173,177
TA4gaCmQbZ8,TA4gaCmQbZ8.0000176.0000177,00:02:56.725,00:02:57.834,176,177
7fAm7SOTHAo,7fAm7SOTHAo.0004677.0004679,01:17:57.614,01:17:59.387,4677,4679
RZlGUEcchm0,RZlGUEcchm0.0005273.0005274,01:27:53.013,01:27:54.422,5273,5274
GZpT2vmB43w,GZpT2vmB43w.0001239.0001249,00:20:39.785,00:20:49.263,1239,1249
BjutuCv5pw4,BjutuCv5pw4.0002415.0002417,00:40:15.968,00:40:17.841,2415,2417
KyWEESPUVMY,KyWEESPUVMY.0004070.0004071,01:07:50.200,01:07:51.929,4070,4071
j8YFmssULM4,j8YFmssULM4.0009721.0009725,02:42:01.371,02:42:05.008,9721,9725
xoHcxgaPF6M,xoHcxgaPF6M.0004141.0004142,01:09:01.219,01:09:02.837,4141,4142
bP_4fPsGR3Y,bP_4fPsGR3Y.0007429.0007435,02:03:49.100,02:03:55.452,7429,7435
5KbCr1em7Q8,5KbCr1em7Q8.0002415.0002418,00:40:15.548,00:40:18.492,2415,2418
BzydSclCRpU,BzydSclCRpU.0000747.0000749,00:12:27.037,00:12:29.190,747,749
bP_4fPsGR3Y,bP_4fPsGR3Y.0004404.0004408,01:13:24.449,01:13:28.977,4404,4408
KyWEESPUVMY,KyWEESPUVMY.0006536.0006537,01:48:56.641,01:48:57.641,6536,6537
5cf7N7oricU,5cf7N7oricU.0005167.0005173,01:26:07.027,01:26:13.927,5167,5173
57Xpz3I4u44,57Xpz3I4u44.0006175.0006177,01:42:55.511,01:42:57.918,6175,6177
M-aZtIbC6U4,M-aZtIbC6U4.0000724.0000727,00:12:04.443,00:12:07.299,724,727
vKhQdt2vZLA,vKhQdt2vZLA.0002993.0002996,00:49:53.763,00:49:56.163,2993,2996
xoHcxgaPF6M,xoHcxgaPF6M.0001539.0001540,00:25:39.767,00:25:40.855,1539,1540
pQKwfZd41go,pQKwfZd41go.0005932.0005934,01:38:52.556,01:38:54.623,5932,5934
BzydSclCRpU,BzydSclCRpU.0003618.0003619,01:00:18.197,01:00:19.877,3618,3619
j8YFmssULM4,j8YFmssULM4.0000243.0000250,00:04:03.859,00:04:10.097,243,250
vKhQdt2vZLA,vKhQdt2vZLA.0000389.0000390,00:06:29.410,00:06:30.410,389,390
Ramsj3rqh_M,Ramsj3rqh_M.0002734.0002736,00:45:34.935,00:45:36.125,2734,2736
xoHcxgaPF6M,xoHcxgaPF6M.0001005.0001007,00:16:45.556,00:16:47.556,1005,1007
5KbCr1em7Q8,5KbCr1em7Q8.0008480.0008481,02:21:20.019,02:21:21.019,8480,8481
RZlGUEcchm0,RZlGUEcchm0.0005604.0005606,01:33:24.984,01:33:26.984,5604,5606
vKhQdt2vZLA,vKhQdt2vZLA.0008433.0008436,02:20:33.664,02:20:36.264,8433,8436
bP_4fPsGR3Y,bP_4fPsGR3Y.0000943.0000945,00:15:43.417,00:15:45.684,943,945
Xj6a26nAfCE,Xj6a26nAfCE.0008783.0008785,02:26:23.676,02:26:25.369,8783,8785
hWzTgaACmoM,hWzTgaACmoM.0005038.0005040,01:23:58.915,01:24:00.589,5038,5040
a7IEHLzdal4,a7IEHLzdal4.0001071.0001072,00:17:51.380,00:17:52.754,1071,1072
pQKwfZd41go,pQKwfZd41go.0007975.0007977,02:12:55.520,02:12:57.200,7975,7977
CoKuuifIpOc,CoKuuifIpOc.0007049.0007051,01:57:29.341,01:57:31.624,7049,7051
vKhQdt2vZLA,vKhQdt2vZLA.0004161.0004172,01:09:21.517,01:09:32.061,4161,4172
BzydSclCRpU,BzydSclCRpU.0008830.0008832,02:27:10.340,02:27:12.409,8830,8832
RZlGUEcchm0,RZlGUEcchm0.0008426.0008434,02:20:26.699,02:20:34.901,8426,8434
yV8TbayxHl4,yV8TbayxHl4.0002850.0002855,00:47:30.865,00:47:35.100,2850,2855
5KbCr1em7Q8,5KbCr1em7Q8.0007796.0007798,02:09:56.353,02:09:58.601,7796,7798
vKhQdt2vZLA,vKhQdt2vZLA.0000071.0000074,00:01:11.725,00:01:14.526,71,74
Zxd5WMgMGow,Zxd5WMgMGow.0003249.0003250,00:54:09.253,00:54:10.276,3249,3250
5KbCr1em7Q8,5KbCr1em7Q8.0000217.0000220,00:03:37.995,00:03:40.129,217,220
KyWEESPUVMY,KyWEESPUVMY.0007986.0007988,02:13:06.120,02:13:08.453,7986,7988
KyWEESPUVMY,KyWEESPUVMY.0004547.0004549,01:15:47.960,01:15:49.640,4547,4549
vKhQdt2vZLA,vKhQdt2vZLA.0004137.0004142,01:08:57.279,01:09:02.725,4137,4142
yV8TbayxHl4,yV8TbayxHl4.0005144.0005150,01:25:44.324,01:25:50.407,5144,5150
5cf7N7oricU,5cf7N7oricU.0004619.0004620,01:16:59.571,01:17:00.590,4619,4620
yV8TbayxHl4,yV8TbayxHl4.0000706.0000714,00:11:46.470,00:11:54.922,706,714
aQtPOiovlzM,aQtPOiovlzM.0006495.0006498,01:48:15.468,01:48:18.948,6495,6498
BjutuCv5pw4,BjutuCv5pw4.0001661.0001664,00:27:41.094,00:27:44.246,1661,1664
Zxd5WMgMGow,Zxd5WMgMGow.0006716.0006718,01:51:56.361,01:51:58.564,6716,6718
a7IEHLzdal4,a7IEHLzdal4.0003441.0003443,00:57:21.580,00:57:23.208,3441,3443
KyWEESPUVMY,KyWEESPUVMY.0006554.0006557,01:49:14.023,01:49:17.961,6554,6557
yV8TbayxHl4,yV8TbayxHl4.0004477.0004480,01:14:37.571,01:14:40.118,4477,4480
a7IEHLzdal4,a7IEHLzdal4.0000331.0000332,00:05:31.404,00:05:32.404,331,332
a7IEHLzdal4,a7IEHLzdal4.0004662.0004664,01:17:42.527,01:17:44.532,4662,4664
pQKwfZd41go,pQKwfZd41go.0005191.0005192,01:26:31.302,01:26:32.302,5191,5192
pQKwfZd41go,pQKwfZd41go.0007455.0007457,02:04:15.377,02:04:17.057,7455,7457
pQKwfZd41go,pQKwfZd41go.0003334.0003335,00:55:34.316,00:55:35.316,3334,3335
yV8TbayxHl4,yV8TbayxHl4.0000403.0000410,00:06:43.035,00:06:50.493,403,410
RZlGUEcchm0,RZlGUEcchm0.0005945.0005947,01:39:05.192,01:39:07.192,5945,5947
PLT5orvauBI,PLT5orvauBI.0004259.0004261,01:10:59.410,01:11:01.242,4259,4261
yV8TbayxHl4,yV8TbayxHl4.0008213.0008215,02:16:53.714,02:16:55.956,8213,8215
EoF5hcZJPPE,EoF5hcZJPPE.0006821.0006823,01:53:41.951,01:53:43.371,6821,6823
PLT5orvauBI,PLT5orvauBI.0000289.0000291,00:04:49.373,00:04:51.748,289,291
vKhQdt2vZLA,vKhQdt2vZLA.0000294.0000295,00:04:54.045,00:04:55.165,294,295
bP_4fPsGR3Y,bP_4fPsGR3Y.0001350.0001351,00:22:30.257,00:22:31.257,1350,1351
7fAm7SOTHAo,7fAm7SOTHAo.0003164.0003165,00:52:44.035,00:52:45.105,3164,3165
7fAm7SOTHAo,7fAm7SOTHAo.0005188.0005191,01:26:28.842,01:26:31.651,5188,5191
vKhQdt2vZLA,vKhQdt2vZLA.0001902.0001903,00:31:42.042,00:31:43.775,1902,1903
CoKuuifIpOc,CoKuuifIpOc.0007096.0007107,01:58:16.305,01:58:27.621,7096,7107
Zxd5WMgMGow,Zxd5WMgMGow.0004954.0004955,01:22:34.567,01:22:35.645,4954,4955
a7IEHLzdal4,a7IEHLzdal4.0003318.0003320,00:55:18.860,00:55:20.690,3318,3320
RZlGUEcchm0,RZlGUEcchm0.0000191.0000192,00:03:11.094,00:03:12.094,191,192
hWzTgaACmoM,hWzTgaACmoM.0005688.0005689,01:34:48.568,01:34:49.924,5688,5689
7yCOUIQ5BFU,7yCOUIQ5BFU.0002496.0002497,00:41:36.289,00:41:37.489,2496,2497
M-aZtIbC6U4,M-aZtIbC6U4.0005521.0005523,01:32:01.469,01:32:03.532,5521,5523
j6rRVFTAsGc,j6rRVFTAsGc.0005149.0005150,01:25:49.174,01:25:50.713,5149,5150
vKhQdt2vZLA,vKhQdt2vZLA.0006752.0006757,01:52:32.978,01:52:37.568,6752,6757
M-aZtIbC6U4,M-aZtIbC6U4.0003985.0003987,01:06:25.042,01:06:27.066,3985,3987
hWzTgaACmoM,hWzTgaACmoM.0003672.0003675,01:01:12.123,01:01:15.695,3672,3675
pQKwfZd41go,pQKwfZd41go.0003021.0003023,00:50:21.168,00:50:23.102,3021,3023
7fAm7SOTHAo,7fAm7SOTHAo.0005716.0005720,01:35:16.793,01:35:20.440,5716,5720
BzydSclCRpU,BzydSclCRpU.0005548.0005553,01:32:28.797,01:32:33.015,5548,5553
TA4gaCmQbZ8,TA4gaCmQbZ8.0004048.0004052,01:07:28.191,01:07:32.003,4048,4052
Xj6a26nAfCE,Xj6a26nAfCE.0003662.0003668,01:01:02.231,01:01:08.158,3662,3668
Xj6a26nAfCE,Xj6a26nAfCE.0007928.0007929,02:12:08.974,02:12:09.974,7928,7929
xoHcxgaPF6M,xoHcxgaPF6M.0004536.0004538,01:15:36.188,01:15:38.071,4536,4538
7yCOUIQ5BFU,7yCOUIQ5BFU.0001073.0001077,00:17:53.063,00:17:57.196,1073,1077
KyWEESPUVMY,KyWEESPUVMY.0008860.0008862,02:27:40.375,02:27:42.175,8860,8862
KyWEESPUVMY,KyWEESPUVMY.0002409.0002413,00:40:09.160,00:40:13.022,2409,2413
pQKwfZd41go,pQKwfZd41go.0001251.0001253,00:20:51.158,00:20:53.891,1251,1253
TA4gaCmQbZ8,TA4gaCmQbZ8.0000640.0000641,00:10:40.105,00:10:41.971,640,641
BzydSclCRpU,BzydSclCRpU.0003178.0003179,00:52:58.037,00:52:59.037,3178,3179
EoF5hcZJPPE,EoF5hcZJPPE.0003519.0003523,00:58:39.791,00:58:43.712,3519,3523
a7IEHLzdal4,a7IEHLzdal4.0005460.0005463,01:31:00.713,01:31:03.152,5460,5463
pQKwfZd41go,pQKwfZd41go.0007081.0007084,01:58:01.916,01:58:04.116,7081,7084
5KbCr1em7Q8,5KbCr1em7Q8.0008574.0008576,02:22:54.401,02:22:56.081,8574,8576
j6rRVFTAsGc,j6rRVFTAsGc.0003959.0003962,01:05:59.603,01:06:02.960,3959,3962
57Xpz3I4u44,57Xpz3I4u44.0001686.0001689,00:28:06.889,00:28:09.903,1686,1689
EoF5hcZJPPE,EoF5hcZJPPE.0005048.0005049,01:24:08.093,01:24:09.617,5048,5049
TA4gaCmQbZ8,TA4gaCmQbZ8.0001823.0001825,00:30:23.923,00:30:25.360,1823,1825
GZpT2vmB43w,GZpT2vmB43w.0001206.0001214,00:20:06.646,00:20:14.373,1206,1214
RZlGUEcchm0,RZlGUEcchm0.0006595.0006597,01:49:55.045,01:49:57.056,6595,6597
yV8TbayxHl4,yV8TbayxHl4.0007100.0007106,01:58:20.159,01:58:26.697,7100,7106
pZUgbSkK8to,pZUgbSkK8to.0000941.0000944,00:15:41.847,00:15:44.906,941,944
5KbCr1em7Q8,5KbCr1em7Q8.0003477.0003479,00:57:57.985,00:57:59.505,3477,3479
yV8TbayxHl4,yV8TbayxHl4.0007246.0007247,02:00:46.350,02:00:47.639,7246,7247
hWzTgaACmoM,hWzTgaACmoM.0004549.0004552,01:15:49.679,01:15:52.028,4549,4552
bP_4fPsGR3Y,bP_4fPsGR3Y.0007664.0007666,02:07:44.642,02:07:46.306,7664,7666
hWzTgaACmoM,hWzTgaACmoM.0005760.0005761,01:36:00.277,01:36:01.769,5760,5761
pQKwfZd41go,pQKwfZd41go.0003324.0003330,00:55:24.814,00:55:30.809,3324,3330
Xj6a26nAfCE,Xj6a26nAfCE.0006829.0006831,01:53:49.423,01:53:51.287,6829,6831
TA4gaCmQbZ8,TA4gaCmQbZ8.0009471.0009473,02:37:51.857,02:37:53.434,9471,9473
5KbCr1em7Q8,5KbCr1em7Q8.0000163.0000165,00:02:43.480,00:02:45.437,163,165
5KbCr1em7Q8,5KbCr1em7Q8.0000180.0000182,00:03:00.899,00:03:02.579,180,182
hWzTgaACmoM,hWzTgaACmoM.0000381.0000383,00:06:21.844,00:06:23.235,381,383
57Xpz3I4u44,57Xpz3I4u44.0002849.0002851,00:47:29.444,00:47:31.511,2849,2851
57Xpz3I4u44,57Xpz3I4u44.0007054.0007055,01:57:34.281,01:57:35.281,7054,7055
bP_4fPsGR3Y,bP_4fPsGR3Y.0001216.0001219,00:20:16.481,00:20:19.622,1216,1219
pQKwfZd41go,pQKwfZd41go.0004141.0004144,01:09:01.715,01:09:04.423,4141,4144
bP_4fPsGR3Y,bP_4fPsGR3Y.0000868.0000876,00:14:28.117,00:14:36.896,868,876
xoHcxgaPF6M,xoHcxgaPF6M.0003478.0003480,00:57:58.518,00:58:00.898,3478,3480
vKhQdt2vZLA,vKhQdt2vZLA.0010317.0010319,02:51:57.677,02:51:59.357,10317,10319
xoHcxgaPF6M,xoHcxgaPF6M.0001570.0001577,00:26:10.721,00:26:17.894,1570,1577
KyWEESPUVMY,KyWEESPUVMY.0000825.0000827,00:13:45.344,00:13:47.024,825,827
7fAm7SOTHAo,7fAm7SOTHAo.0004290.0004293,01:11:30.103,01:11:33.025,4290,4293
VpRGQkSZgrU,VpRGQkSZgrU.0003886.0003887,01:04:46.015,01:04:47.311,3886,3887
Dyw6PMfcIhM,Dyw6PMfcIhM.0003343.0003346,00:55:43.752,00:55:46.411,3343,3346
vKhQdt2vZLA,vKhQdt2vZLA.0006981.0006983,01:56:21.762,01:56:23.282,6981,6983
TA4gaCmQbZ8,TA4gaCmQbZ8.0001218.0001219,00:20:18.712,00:20:19.867,1218,1219
5KbCr1em7Q8,5KbCr1em7Q8.0008076.0008080,02:14:36.310,02:14:40.102,8076,8080
hWzTgaACmoM,hWzTgaACmoM.0001849.0001851,00:30:49.316,00:30:51.363,1849,1851
CoKuuifIpOc,CoKuuifIpOc.0009061.0009065,02:31:01.440,02:31:05.017,9061,9065
3WQCq_OXAYs,3WQCq_OXAYs.0008787.0008788,02:26:27.870,02:26:28.965,8787,8788
PLT5orvauBI,PLT5orvauBI.0008248.0008259,02:17:28.733,02:17:39.343,8248,8259
RZlGUEcchm0,RZlGUEcchm0.0002447.0002449,00:40:47.872,00:40:49.872,2447,2449
pQKwfZd41go,pQKwfZd41go.0004994.0004995,01:23:14.289,01:23:15.409,4994,4995
yV8TbayxHl4,yV8TbayxHl4.0007628.0007633,02:07:08.840,02:07:13.746,7628,7633
M-aZtIbC6U4,M-aZtIbC6U4.0000282.0000284,00:04:42.281,00:04:44.674,282,284
57Xpz3I4u44,57Xpz3I4u44.0001448.0001450,00:24:08.085,00:24:10.252,1448,1450
pQKwfZd41go,pQKwfZd41go.0003312.0003317,00:55:12.760,00:55:17.142,3312,3317
M-aZtIbC6U4,M-aZtIbC6U4.0003865.0003868,01:04:25.399,01:04:28.983,3865,3868
a7IEHLzdal4,a7IEHLzdal4.0001095.0001097,00:18:15.830,00:18:17.712,1095,1097
TA4gaCmQbZ8,TA4gaCmQbZ8.0002844.0002849,00:47:24.645,00:47:29.098,2844,2849
CoKuuifIpOc,CoKuuifIpOc.0004905.0004909,01:21:45.502,01:21:49.464,4905,4909
KyWEESPUVMY,KyWEESPUVMY.0007872.0007877,02:11:12.115,02:11:17.996,7872,7877
RZlGUEcchm0,RZlGUEcchm0.0000981.0000983,00:16:21.048,00:16:23.314,981,983
bP_4fPsGR3Y,bP_4fPsGR3Y.0008507.0008509,02:21:47.940,02:21:49.140,8507,8509
vKhQdt2vZLA,vKhQdt2vZLA.0007262.0007264,02:01:02.210,02:01:04.210,7262,7264
bP_4fPsGR3Y,bP_4fPsGR3Y.0006203.0006204,01:43:23.239,01:43:24.919,6203,6204
xoHcxgaPF6M,xoHcxgaPF6M.0004225.0004232,01:10:25.975,01:10:32.395,4225,4232
TA4gaCmQbZ8,TA4gaCmQbZ8.0002256.0002257,00:37:36.340,00:37:37.926,2256,2257
7fAm7SOTHAo,7fAm7SOTHAo.0006315.0006318,01:45:15.452,01:45:18.007,6315,6318
PLT5orvauBI,PLT5orvauBI.0001610.0001612,00:26:50.340,00:26:52.997,1610,1612
7fAm7SOTHAo,7fAm7SOTHAo.0001458.0001462,00:24:18.587,00:24:22.102,1458,1462
KyWEESPUVMY,KyWEESPUVMY.0000050.0000051,00:00:50.851,00:00:51.851,50,51
7fAm7SOTHAo,7fAm7SOTHAo.0001059.0001061,00:17:39.979,00:17:41.749,1059,1061
pQKwfZd41go,pQKwfZd41go.0004938.0004940,01:22:18.722,01:22:20.789,4938,4940
BzydSclCRpU,BzydSclCRpU.0000402.0000403,00:06:42.030,00:06:43.230,402,403
vKhQdt2vZLA,vKhQdt2vZLA.0008741.0008744,02:25:41.283,02:25:44.373,8741,8744
TA4gaCmQbZ8,TA4gaCmQbZ8.0009640.0009641,02:40:40.207,02:40:41.988,9640,9641
BzydSclCRpU,BzydSclCRpU.0005236.0005237,01:27:16.237,01:27:17.237,5236,5237
7yCOUIQ5BFU,7yCOUIQ5BFU.0001065.0001070,00:17:45.835,00:17:50.517,1065,1070
aQtPOiovlzM,aQtPOiovlzM.0003150.0003154,00:52:30.246,00:52:34.790,3150,3154
M-aZtIbC6U4,M-aZtIbC6U4.0007950.0007951,02:12:30.369,02:12:31.694,7950,7951
hWzTgaACmoM,hWzTgaACmoM.0005531.0005533,01:32:11.168,01:32:13.501,5531,5533
bP_4fPsGR3Y,bP_4fPsGR3Y.0006993.0006995,01:56:33.110,01:56:35.534,6993,6995
VpRGQkSZgrU,VpRGQkSZgrU.0001569.0001572,00:26:09.258,00:26:12.083,1569,1572
1f77ar1m7Ks,1f77ar1m7Ks.0002368.0002369,00:39:28.462,00:39:29.165,2368,2369
3WQCq_OXAYs,3WQCq_OXAYs.0002392.0002393,00:39:52.161,00:39:53.288,2392,2393
5KbCr1em7Q8,5KbCr1em7Q8.0008170.0008174,02:16:10.577,02:16:14.996,8170,8174
BzydSclCRpU,BzydSclCRpU.0001040.0001041,00:17:20.591,00:17:21.591,1040,1041
TA4gaCmQbZ8,TA4gaCmQbZ8.0007397.0007399,02:03:17.736,02:03:19.704,7397,7399
Zxd5WMgMGow,Zxd5WMgMGow.0004987.0004989,01:23:07.793,01:23:09.590,4987,4989
57Xpz3I4u44,57Xpz3I4u44.0001736.0001740,00:28:56.830,00:29:00.108,1736,1740
a7IEHLzdal4,a7IEHLzdal4.0003266.0003272,00:54:26.689,00:54:32.640,3266,3272
BzydSclCRpU,BzydSclCRpU.0003077.0003079,00:51:17.337,00:51:19.271,3077,3079
vKhQdt2vZLA,vKhQdt2vZLA.0005931.0005933,01:38:51.295,01:38:53.962,5931,5933
vKhQdt2vZLA,vKhQdt2vZLA.0006993.0006994,01:56:33.152,01:56:34.152,6993,6994
EoF5hcZJPPE,EoF5hcZJPPE.0000885.0000887,00:14:45.659,00:14:47.480,885,887
5cf7N7oricU,5cf7N7oricU.0003231.0003234,00:53:51.230,00:53:54.014,3231,3234
BzydSclCRpU,BzydSclCRpU.0008765.0008773,02:26:05.424,02:26:13.927,8765,8773
CoKuuifIpOc,CoKuuifIpOc.0003386.0003387,00:56:26.715,00:56:27.832,3386,3387
KyWEESPUVMY,KyWEESPUVMY.0008825.0008829,02:27:05.785,02:27:09.892,8825,8829
j6rRVFTAsGc,j6rRVFTAsGc.0006784.0006785,01:53:04.363,01:53:05.398,6784,6785
pQKwfZd41go,pQKwfZd41go.0004339.0004341,01:12:19.755,01:12:21.435,4339,4341
TA4gaCmQbZ8,TA4gaCmQbZ8.0009529.0009532,02:38:49.496,02:38:52.333,9529,9532
7fAm7SOTHAo,7fAm7SOTHAo.0001464.0001466,00:24:24.829,00:24:26.899,1464,1466
bP_4fPsGR3Y,bP_4fPsGR3Y.0006107.0006110,01:41:47.862,01:41:50.729,6107,6110
bP_4fPsGR3Y,bP_4fPsGR3Y.0005094.0005099,01:24:54.625,01:24:59.041,5094,5099
bP_4fPsGR3Y,bP_4fPsGR3Y.0001713.0001718,00:28:33.809,00:28:38.385,1713,1718
5cf7N7oricU,5cf7N7oricU.0003588.0003589,00:59:48.782,00:59:49.654,3588,3589
1UiUoHd_Fb0,1UiUoHd_Fb0.0000476.0000477,00:07:56.417,00:07:57.623,476,477
TA4gaCmQbZ8,TA4gaCmQbZ8.0006791.0006793,01:53:11.858,01:53:13.350,6791,6793
8LB9LwpDYPU,8LB9LwpDYPU.0000987.0001000,00:16:27.091,00:16:40.349,987,1000
hWzTgaACmoM,hWzTgaACmoM.0004779.0004782,01:19:39.347,01:19:42.554,4779,4782
3WQCq_OXAYs,3WQCq_OXAYs.0003477.0003478,00:57:57.138,00:57:58.610,3477,3478
TA4gaCmQbZ8,TA4gaCmQbZ8.0002152.0002153,00:35:52.025,00:35:53.400,2152,2153
BzydSclCRpU,BzydSclCRpU.0006840.0006843,01:54:00.477,01:54:03.765,6840,6843
bP_4fPsGR3Y,bP_4fPsGR3Y.0007352.0007353,02:02:32.046,02:02:33.406,7352,7353
57Xpz3I4u44,57Xpz3I4u44.0001730.0001734,00:28:50.652,00:28:54.134,1730,1734
bP_4fPsGR3Y,bP_4fPsGR3Y.0006372.0006380,01:46:12.548,01:46:20.417,6372,6380
5KbCr1em7Q8,5KbCr1em7Q8.0000982.0000983,00:16:22.804,00:16:23.924,982,983
vKhQdt2vZLA,vKhQdt2vZLA.0001981.0001990,00:33:01.810,00:33:10.045,1981,1990
57Xpz3I4u44,57Xpz3I4u44.0008972.0008980,02:29:32.764,02:29:40.492,8972,8980
3WQCq_OXAYs,3WQCq_OXAYs.0002053.0002056,00:34:13.703,00:34:16.907,2053,2056
pQKwfZd41go,pQKwfZd41go.0006602.0006607,01:50:02.361,01:50:07.269,6602,6607
KyWEESPUVMY,KyWEESPUVMY.0001862.0001863,00:31:02.239,00:31:03.239,1862,1863
aQtPOiovlzM,aQtPOiovlzM.0006951.0006954,01:55:51.132,01:55:54.743,6951,6954
M-aZtIbC6U4,M-aZtIbC6U4.0007239.0007245,02:00:39.328,02:00:45.289,7239,7245
aQtPOiovlzM,aQtPOiovlzM.0003195.0003196,00:53:15.232,00:53:16.263,3195,3196
hWzTgaACmoM,hWzTgaACmoM.0002174.0002176,00:36:14.383,00:36:16.844,2174,2176
3WQCq_OXAYs,3WQCq_OXAYs.0006052.0006054,01:40:52.916,01:40:54.239,6052,6054
5KbCr1em7Q8,5KbCr1em7Q8.0004603.0004604,01:16:43.100,01:16:44.100,4603,4604
Xj6a26nAfCE,Xj6a26nAfCE.0005749.0005750,01:35:49.350,01:35:50.470,5749,5750
hWzTgaACmoM,hWzTgaACmoM.0002053.0002055,00:34:13.122,00:34:15.410,2053,2055
5KbCr1em7Q8,5KbCr1em7Q8.0007971.0007973,02:12:51.873,02:12:53.153,7971,7973
7fAm7SOTHAo,7fAm7SOTHAo.0000750.0000751,00:12:30.364,00:12:31.964,750,751
bP_4fPsGR3Y,bP_4fPsGR3Y.0006408.0006410,01:46:48.960,01:46:50.297,6408,6410
5KbCr1em7Q8,5KbCr1em7Q8.0006517.0006520,01:48:37.069,01:48:40.622,6517,6520
pQKwfZd41go,pQKwfZd41go.0001476.0001478,00:24:36.468,00:24:38.534,1476,1478
a7IEHLzdal4,a7IEHLzdal4.0000166.0000168,00:02:46.739,00:02:48.325,166,168
yV8TbayxHl4,yV8TbayxHl4.0001300.0001303,00:21:40.665,00:21:43.253,1300,1303
RZlGUEcchm0,RZlGUEcchm0.0006005.0006010,01:40:05.961,01:40:10.950,6005,6010
5cf7N7oricU,5cf7N7oricU.0003078.0003080,00:51:18.757,00:51:20.996,3078,3080
RZlGUEcchm0,RZlGUEcchm0.0005664.0005667,01:34:24.251,01:34:27.928,5664,5667
xoHcxgaPF6M,xoHcxgaPF6M.0005143.0005144,01:25:43.171,01:25:44.464,5143,5144
BzydSclCRpU,BzydSclCRpU.0000432.0000433,00:07:12.715,00:07:13.715,432,433
RZlGUEcchm0,RZlGUEcchm0.0000843.0000844,00:14:03.521,00:14:04.521,843,844
PLT5orvauBI,PLT5orvauBI.0008181.0008183,02:16:21.547,02:16:23.547,8181,8183
